,link-rumah-href,Judul,Alamat,Kamar Tidur,Kamar Mandi,Harga,Luas Bangunan,Luas Tanah,Listrik,Jenis Interior,Tempat Parkir,Latitude,Longitude,Harga per m^2,Interior_Lengkap,Interior_Multiple options available,Interior_Sebagian,Interior_Tak Berperabot
8469,https://www.rumah.com/listing-properti/dijual-arjuna-land-city-oleh-ririn-andryani-20895743,Dijual rumah murah indent bisa desainsesuai keinginan anda,"Jl. Cikoneng kec Bojongsoang Bandung, Bojongsoang, Bandung, Jawa Barat",4,1,285000021.0,36.0,60.0,1300,Tak Berperabot,1,-6.9807593,107.6341573,475000.0,0,0,0,1
8470,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-sayap-pajajaran-bandung-lokasi-strategis-oleh-gboy-sylvia-20895721,Dijual Rumah Di Sayap Pajajaran Bandung,"sayap pajajaran, Pajajaran, Bandung, Jawa Barat",2,2,2000000000.0,105.0,147.0,2200,Multiple options available,1,-6.8994571,107.5875009,1360544.0,0,1,0,0
8473,https://www.rumah.com/listing-properti/dijual-dijual-rumah-full-renovasi-siap-huni-lokasi-strategis-oleh-zeid-noor-yasya-20741225,Bangunan Baru Full Renov,"Buahbatu, Bandung, Jawa Barat",3,2,1350000000.0,120.0,100.0,2200,Tak Berperabot,1,-6.9557189,107.6542139,1350000.0,0,0,0,1
8474,https://www.rumah.com/listing-properti/dijual-kesederhanaan-bersama-keluarga-tinggal-di-rumah-dian-permai-holis-bandung-oleh-fenty-20895819,"Lokasi favorit, akses mudah dijangkau, dekat fasilitas umum","&quot;Dian molek &quot;, Babakan Ciparay, Bandung, Jawa Barat",3,2,1100000000.0,80.0,140.0,3500,,0,-6.9569775,107.5821392,785714.0,0,0,0,0
8476,https://www.rumah.com/listing-properti/dijual-ciwastra-margahayu-oleh-herawati-20895817,Rumah cluster ciwastra sayap margahayu lt 90 400 jutaan kodya siap hun,"ciwastra margahayu, Buahbatu, Bandung, Jawa Barat",2,1,499000000.0,60.0,90.0,1300,Tak Berperabot,1,-6.9557189,107.6542139,554444.0,0,0,0,1
8478,https://www.rumah.com/listing-properti/dijual-cintai-keluarga-anda-dengan-miliki-rumah-mewah-super-nyaman-di-kembar-bkr-bandung-oleh-fenty-20895847,"Lokasi favorit, akses mudah dijangkau, dekat fasilitas umum","&quot;kembar mas selatan &quot;, Bkr Kembar, Bandung, Jawa Barat",6,4,5500000000.0,320.0,375.0,13900,Multiple options available,2,-7.090911,107.668887,1466666.0,0,1,0,0
8479,https://www.rumah.com/listing-properti/dijual-arjuna-land-city-oleh-ririn-andryani-20895857,Perumahan bebas banjir dekat Universitas Telkom,"Jl.Cikoneng Kec Bojongsoang Bandung, Bojongsoang, Bandung, Jawa Barat",2,1,370000021.0,45.0,70.0,1300,Tak Berperabot,1,-6.9807593,107.6341573,528571.0,0,0,0,1
8480,https://www.rumah.com/listing-properti/dijual-kamu-bisa-berinvestasi-aman-dengan-hunian-istimewa-di-kawasan-buah-batu-bandung-oleh-fenty-20895862,"Lokasi favorit, akses mudah dijangkau, dekat fasilitas umum","&quot;landak &quot;, Buahbatu, Bandung, Jawa Barat",7,2,1700000000.0,200.0,178.0,2200,Multiple options available,1,-6.9557189,107.6542139,955056.0,0,1,0,0
8481,https://www.rumah.com/listing-properti/dijual-rumah-klasik-braga-oleh-dharono-trisawego-20156001,Rumah klasik braga,"BRAGA, Sumur Bandung, Bandung, Jawa Barat",3,2,4000000000.0,150.0,178.0,1300,Tak Berperabot,1,-6.9160833,107.6089776,2247191.0,0,0,0,1
8482,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-lux-tubagus-ismail-dago-kota-bandung-oleh-zeid-noor-yasya-20660710,Cocok utk tempat Tinggal / Usaha Investasi Menarik di Bandung Utara,"Dago, Bandung, Jawa Barat",6,6,22000000000.0,517.0,1000.0,23000,Lengkap,10,-6.8772577,107.6174119,2200000.0,1,0,0,0
8483,https://www.rumah.com/listing-properti/dijual-perumahan-buah-batu-residence-kodya-bandung-oleh-irma-rona-20895788,Dijual rumah siap huni bersih terawat kawasan perumahan asri,"Logam, Buahbatu, Bandung, Jawa Barat",2,2,850000000.0,60.0,90.0,1300,Sebagian,1,0.7893,113.9213,944444.0,0,0,1,0
8486,https://www.rumah.com/listing-properti/dijual-bawah-njop-setiabudi-b-u-gegerkalong-mainroad-bisa-kosan-usaha-bandung-oleh-augus-mimuri-20490582,Tanah luas rumah layak murah jual cepat setiabudi bandung,"Gegerkalong hilir, Setiabudi, Bandung, Jawa Barat",6,4,8700000000.0,271.0,1254.0,4400,Tak Berperabot,10,0.7893,113.9213,693779.0,0,0,0,1
8488,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-terawat-hook-di-komplek-dosen-cigadung-oleh-herwan-dhani-pandi-19444970,Rumah terawat cocok untuk kost kost an ato guest house,"Cigadung, Cigadung, Bandung, Jawa Barat",10,6,8000000000.0,400.0,638.0,4400,Lengkap,4,0.7893,113.9213,1253918.0,1,0,0,0
8490,https://www.rumah.com/listing-properti/dijual-khawatir-legalitasnya-tenang-aja-pasti-aman-dan-terjamin-punya-rumah-di-area-pelajar-pejuang-bandu-oleh-fenty-20895906,"Lokasi favorit, akses mudah dijangkau, dekat fasilitas umum","&quot;Maskumambang &quot;, Lengkong, Bandung, Jawa Barat",2,2,3500000000.0,300.0,182.0,4400,Multiple options available,2,-6.9309616,107.6224602,1923076.0,0,1,0,0
8492,https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-benny-lie-19724646,Jual rumah minimalis dkt sekolah aloysius batununggal,"Batununggal indah, Batununggal, Bandung, Jawa Barat",3,3,2400000000.0,185.0,117.0,3500,Multiple options available,2,0.7893,113.9213,2051282.0,0,1,0,0
8493,https://www.rumah.com/listing-properti/dijual-rumah-murah-gegerkalong-hitung-tanah-setiabudi-pasteur-kota-bandung-oleh-augus-mimuri-20447084,Harga murah rumah gegerkalong setiabudi hitung tanah kodya bandung,"Gegerkalong wetan, Setiabudi, Bandung, Jawa Barat",4,3,2250000000.0,200.0,280.0,2200,Tak Berperabot,1,0.7893,113.9213,803571.0,0,0,0,1
8494,https://www.rumah.com/listing-properti/dijual-sayap-peta-oleh-benny-lie-19787961,Dijual Cepat Sayap Peta dan Kopo Imanuel dkt jalan raya,"Jalan saya Peta dan kopo, Bandung Tengah, Bandung, Jawa Barat",5,8,6000000000.0,600.0,351.0,5500,Multiple options available,6,0.7893,113.9213,1709401.0,0,1,0,0
8496,https://www.rumah.com/listing-properti/dijual-hitung-tanah-10-jt-mtr-muraaah-rumah-kos-dago-tubagus-ismail-cigadung-bandung-oleh-augus-mimuri-20371989,Murah rumah kos strategis dkt kampus perkantoran pusat bisnis bandung,"Tubagus ismail, Dago, Bandung, Jawa Barat",10,10,5500000000.0,450.0,536.0,6600,Tak Berperabot,5,0.7893,113.9213,1026119.0,0,0,0,1
8497,https://www.rumah.com/listing-properti/dijual-muraah-gegerkalong-rumah-bagus-cluster-setiabudi-kota-bandung-oleh-augus-mimuri-20621701,Turun harga rumah cluster gegerkalong bagus murah kota bandung,"Abadi, Setiabudi, Bandung, Jawa Barat",6,6,3150000000.0,400.0,317.0,3500,Sebagian,2,0.7893,113.9213,993690.0,0,0,1,0
8498,https://www.rumah.com/listing-properti/dijual-bingung-cari-rumah-beli-di-terusan-pasir-koja-bandung-aja-dekat-tol-lho-strategis-banget-oleh-fenty-20895939,"Lokasi favorit, akses mudah dijangkau, dekat fasilitas umum","&quot;Terusan pasir koja &quot;, Pasir Koja, Bandung, Jawa Barat",5,5,10500000000.0,700.0,499.0,5500,Sebagian,3,-7.3188889,107.5136111,2104208.0,0,0,1,0
8499,https://www.rumah.com/listing-properti/dijual-rumah-di-jln-sukaraja-ii-bandung-oleh-carol-jeshua-19168272,Dijual Cepat Murah Rumah Lokasi Strategis di Sukaraja 2 Bandung,"Jln. Sukaraja II Bandung, Cicendo, Bandung, Jawa Barat",7,5,2300000000.0,280.0,132.0,4400,Multiple options available,2,0.7893,113.9213,1742424.0,0,1,0,0
8500,https://www.rumah.com/listing-properti/dijual-rancamanyar-bandung-oleh-dian-mardiansyah-20483974,Turun Harga. Rumah siap huni strategis. Rancamulya rancamanyar Bandung,"Grand PKJ Rancamanyar, Cangkuang, Bandung, Jawa Barat",2,1,340000000.0,50.0,70.0,1300,,0,0.7893,113.9213,485714.0,0,0,0,0
8501,https://www.rumah.com/listing-properti/dijual-antapani-townhouse-oleh-herawati-20895937,Rumah cluster antapani minmalis siap huni lt 112 800 jutaan,"Jl Cikajang 11, Antapani Tengah, Antapani, Antapani, Bandung, Jawa Barat",2,1,825000000.0,54.0,112.0,1300,Tak Berperabot,1,-6.920168,107.66564,736607.0,0,0,0,1
8502,https://www.rumah.com/listing-properti/dijual-rumah-murah-strategis-dalam-cluster-dkt-stt-telkom-pesona-bali-buahbatu-oleh-vay-20895955,Rumah Murah Minimalis Dekat Stt Telkom Pesona Bali Residence Buahbatu,"Jl. Terusan Buahbatu Bandung, Buahbatu, Bandung, Jawa Barat",2,2,899000000.0,70.0,121.0,1300,Tak Berperabot,2,-6.9557189,107.6542139,742975.0,0,0,0,1
8503,https://www.rumah.com/listing-properti/dijual-bahagiakan-keluarga-anda-dengan-miliki-rumah-favorit-di-batununggal-bandung-oleh-fenty-20895983,"Lokasi favorit, akses mudah dijangkau, dekat fasilitas umum","&quot;Batununggal &quot;, Batununggal, Bandung, Jawa Barat",3,2,2650000000.0,167.0,162.0,2200,Multiple options available,1,-6.9317606,107.6431247,1635802.0,0,1,0,0
8504,https://www.rumah.com/listing-properti/dijual-jatihandap-oleh-agum-20895975,Di jual rumah murah di jatihandap harga 300jtan dalam komplek,"jl jatihandap, Mandalajati, Bandung, Jawa Barat",2,1,380000000.0,45.0,60.0,1300,Tak Berperabot,1,-6.9039442,107.6776633,633333.0,0,0,0,1
8505,https://www.rumah.com/listing-properti/dijual-rumah-baru-renovasi-tatar-jingganagara-kota-baru-parahyangan-oleh-viana-20895922,Rumah Baru Renovasi Tatar Jingganagara Kota Baru Parahyangan,"Kota Baru Parahyangan, Kota Baru Parahyangan, Bandung, Jawa Barat",4,3,3400000000.0,200.0,242.0,5500,Multiple options available,2,-7.3536938,108.2585117,1404958.0,0,1,0,0
8506,https://www.rumah.com/listing-properti/dijual-turangga-oleh-dian-mardiansyah-19709040,"Jarang Ada, Lokasi Strategis, Paling Dicari.","Jalan Kolenang, Turangga, Bandung, Jawa Barat",7,4,3500000000.0,233.0,304.0,3500,Multiple options available,4,0.7893,113.9213,1151315.0,0,1,0,0
8508,https://www.rumah.com/listing-properti/dijual-keindahan-taman-cantik-dan-desain-mewah-menjadikan-hunian-elit-di-batununggal-bandung-terfavorit-oleh-fenty-20896008,"Lokasi favorit, akses mudah dijangkau, dekat fasilitas umum","&quot;Batununggal &quot;, Batununggal, Bandung, Jawa Barat",6,4,5200000000.0,300.0,250.0,3500,Multiple options available,2,-6.9317606,107.6431247,2080000.0,0,1,0,0
8509,https://www.rumah.com/listing-properti/dijual-dijual-rumah-permata-buah-batu-oleh-asep-hidayah-20896002,Dijual ruah Permata Buah Batu,"Permata Buah Batu, Bandung Selatan, Bandung, Jawa Barat",4,3,1150000000.0,100.0,124.0,2200,Tak Berperabot,1,-6.9723556,107.5667883,927419.0,0,0,0,1
8510,https://www.rumah.com/listing-properti/dijual-dijual-rumah-hitung-tanah-sayap-riau-bandung-oleh-arief-haryono-20895969,"Dijual Rumah Hitung Tanah, Sayap Riau, Bandung","Riau Re Martadinata, Bandung, Jawa Barat",4,2,6900000000.0,200.0,274.0,1300,Tak Berperabot,1,0.7893,113.9213,2518248.0,0,0,0,1
8511,https://www.rumah.com/listing-properti/dijual-dijual-rumah-1-lantai-harga-langka-di-taman-kopo-indah-3-bandung-oleh-soen-soen-20896035,"Taman Kopo Indah 3, Bandung","Taman Kopo Indah, Bandung, Jawa Barat",3,2,1100000000.0,85.0,100.0,2200,Multiple options available,1,-6.958444,107.5611179,1100000.0,0,1,0,0
8512,https://www.rumah.com/listing-properti/dijual-di-jual-butuh-segera-rumah-dalam-komplek-jatihandap-300jtan-oleh-agum-20896032,Di jual cepat rumah dalam komplek di jatihandap harga 300jtan,"JL JATIHANDAP, Mandalajati, Bandung, Jawa Barat",2,1,548000000.0,60.0,90.0,1300,Tak Berperabot,1,-6.9039442,107.6776633,608888.0,0,0,0,1
8514,https://www.rumah.com/listing-properti/dijual-ujung-berung-oleh-herawati-20896026,"Rumah siap huni komplek ujung berung kodya 1,5 lantai 400 jutaan","sekemala, Ujung Berung, Bandung, Jawa Barat",2,1,415000000.0,60.0,70.0,1300,Tak Berperabot,0,-6.9060909,107.6911552,592857.0,0,0,0,1
8515,https://www.rumah.com/listing-properti/dijual-rare-item-rumah-baru-suryalaya-buahbatu-bandung-oleh-rafli-allatif-20896068,Unit Terbatas!!Cluster Baru Di Suryalaya Buahbatu Bandung,"Suryalaya, Buahbatu, Bandung, Jawa Barat",3,3,1975000000.0,136.0,101.0,2200,Multiple options available,2,0.7893,113.9213,1955445.0,0,1,0,0
8516,https://www.rumah.com/listing-properti/dijual-sale-rumah-cantik-full-furnish-di-budi-indah-kota-bandung-oleh-soen-soen-20896106,"Budi Indah, Kota Bandung","Setiabudi, Bandung, Jawa Barat",5,4,4300000000.0,224.0,210.0,5500,Lengkap,2,-6.8623557,107.5962293,2047619.0,1,0,0,0
8518,https://www.rumah.com/listing-properti/dijual-rumahminimalis-modern-bandungselatan-oleh-adelia-20827775,Rumahminimalis modern bandungselatan,"Rumahminimalis modern bandungselatan, Bandung Selatan, Bandung, Jawa Barat",2,1,195000000.0,45.0,70.0,900,Tak Berperabot,1,0.7893,113.9213,278571.0,0,0,0,1
8519,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-tanpa-dp-dekat-pusat-kota-bandung-oleh-naina-20896165,"Dekat sman 24, smpn 50, alun alun, ubertos, rsud, klinik, pasar","Cijambe, ujung beurng, Arcamanik, Bandung, Jawa Barat",2,1,486550000.0,38.0,82.0,1300,Tak Berperabot,1,-6.9291188,107.6764994,593353.0,0,0,0,1
8521,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-lokasi-strategis-di-setra-duta-bandung-utara-oleh-loria-20896185,"Rumah Siap Huni Lokasi Strategis, di Setra Duta Bandung Utara","Setra Duta, Bandung, Jawa Barat",4,3,5600000000.0,400.0,300.0,4400,Sebagian,2,-6.8781404,107.570454,1866666.0,0,0,1,0
8522,https://www.rumah.com/listing-properti/dijual-tanjungsari-asri-residence-oleh-rosma-20896205,Rumah minimalis di tanjung sari antapni kota bandung,". Jl.Tanjungsari Asri Tengah, Antapani, Bandung, Jawa Barat",3,2,1395000000.0,105.0,135.0,1300,Tak Berperabot,1,-6.9115781,107.6656835,1033333.0,0,0,0,1
8523,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-modern-bonus-furniture-di-setra-duta-bandung-oleh-loria-20896280,"Rumah Minimalis Modern, Bonus Furniture di Setra Duta Bandung","Setra Duta, Bandung, Jawa Barat",4,4,3600000000.0,210.0,163.0,4400,Sebagian,3,-6.8781404,107.570454,2208589.0,0,0,1,0
8525,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-siap-huni-antapani-500jt-an-oleh-zeid-noor-yasya-20678789,Cocok Untuk Keluarga Kecil Lokasi Antapani,"Antapani, Bandung, Jawa Barat",2,1,595000000.0,80.0,60.0,900,Tak Berperabot,1,-6.9135245,107.6594029,991666.0,0,0,0,1
8526,https://www.rumah.com/listing-properti/dijual-rumah-murah-terawat-di-komplek-unpad-2-cigadung-oleh-rosadi-20896377,"Rumah murah terawat di komplek unpad 2, cigadung","komplek unpad 2, cigadung, Cigadung, Bandung, Jawa Barat",4,2,1650000000.0,115.0,142.0,2200,Tak Berperabot,1,-6.883367,107.6266329,1161971.0,0,0,0,1
8527,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dekat-kiara-artha-park-kiaracondong-oleh-asep-hidayah-20896362,Dijual Rumah Kiaracondong,"parang, Bandung Tengah, Bandung, Jawa Barat",4,2,1300000000.0,150.0,173.0,1300,Tak Berperabot,0,-6.9174639,107.6191228,751445.0,0,0,0,1
8528,https://www.rumah.com/listing-properti/dijual-antapani-oleh-rosma-20896397,Rumah mewah 2 lantai di komplek elit antapani kota bandung,"jl.jakarta antapani, Antapani, Bandung, Jawa Barat",7,4,2200000000.0,180.0,164.0,2200,Tak Berperabot,1,-6.9135245,107.6594029,1341463.0,0,0,0,1
8529,https://www.rumah.com/listing-properti/dijual-dijual-rumah-full-furnished-ada-kolam-renang-di-setra-duta-bandung-utara-oleh-loria-20896382,Rumah Full Furnished Ada Kolam Renang di Setra Duta Bandung Utara,"Setra Duta, Bandung, Jawa Barat",3,3,6000000000.0,180.0,222.0,2200,Lengkap,2,-6.8781404,107.570454,2702702.0,1,0,0,0
8530,https://www.rumah.com/listing-properti/dijual-bwh-appraisal-dago-giri-murah-1-7-jt-mtr-rumah-villa-hitung-tanah-dago-lembang-bandung-oleh-augus-mimuri-20186962,"Bawah appraisal rumah vila dago giri 1,7 juta/ meter bandung","Dago giri, Dago, Bandung, Jawa Barat",6,4,6800000000.0,320.0,3619.0,3500,Tak Berperabot,2,0.7893,113.9213,187897.0,0,0,0,1
8531,https://www.rumah.com/listing-properti/dijual-tubagus-ismail-rumah-murah-tanah-luas-strategis-hawa-segar-dago-bandung-oleh-augus-mimuri-18116926,"Lokasi nyaman, strategis, dekat ke berbagai keperluan, murah","Jalan tubagus ismail, Dago, Bandung, Jawa Barat",6,6,9500000000.0,450.0,625.0,3500,Lengkap,2,-6.8850576,107.6193239,1520000.0,1,0,0,0
8532,https://www.rumah.com/listing-properti/dijual-rumah-murah-setramurni-tanah-luas-komplek-nyaman-pasteur-gegerkalong-bandung-oleh-augus-mimuri-18458328,"Rumah 2 lantai, tanah luas lokasi elit dekat tol pasteur kodya bandung","Jalan setramurni, Pasteur, Bandung, Jawa Barat",4,3,3950000000.0,300.0,420.0,3500,Tak Berperabot,5,0.7893,113.9213,940476.0,0,0,0,1
8533,https://www.rumah.com/listing-properti/dijual-margahayu-raya-oleh-herawati-20896407,Hitumg tanah rumah sayap margahayu lt 200 800 jutaan,". JL Ciwastra, Margasari, Buah Batu, Ancol, Bandung, Jawa Barat",5,3,850000000.0,180.0,200.0,2200,Tak Berperabot,2,-6.958023,107.657876,425000.0,0,0,0,1
8534,https://www.rumah.com/listing-properti/dijual-rumah-2-5lantai-di-antapani-kota-bandung-bebas-banjir-strategis-oleh-sasep-suherman-20892653,"Rumah 2,5lantai di antapani kota bandung bebas banjir strategis","antapani bandung jawa barat, Antapani, Bandung, Jawa Barat",4,4,1900000000.0,143.0,102.0,2200,Tak Berperabot,2,-6.9135245,107.6594029,1862745.0,0,0,0,1
8535,https://www.rumah.com/listing-properti/dijual-rumah-2-5-lantai-di-antapani-kota-bandung-bebas-banjir-strategis-oleh-sasep-suherman-20892679,"Rumah 2,5 lantai di antapani kota bandung bebas banjir strategis","antapani bandung jawa barat, Antapani, Bandung, Jawa Barat",4,4,1900000000.0,143.0,102.0,2200,Tak Berperabot,2,-6.9135245,107.6594029,1862745.0,0,0,0,1
8536,https://www.rumah.com/listing-properti/dijual-rumah-2-5lantai-di-antapani-kota-bandung-bebas-banjir-strategis-oleh-sasep-suherman-20892548,"Rumah 2,5lantai di antapani kota bandung bebas banjir strategis","antapani bandung jawa barat, Antapani, Bandung, Jawa Barat",4,4,1900000000.0,143.0,102.0,2200,Tak Berperabot,2,-6.9135245,107.6594029,1862745.0,0,0,0,1
8537,https://www.rumah.com/listing-properti/dijual-perumahan-buah-batu-residence-kodya-bandung-oleh-irma-rona-20896166,Dijual rumah Lux 2 lantai siap huni baru renov bersih terawat,"Buahbatu, Bandung, Jawa Barat",4,3,1200000000.0,180.0,90.0,2200,Multiple options available,2,0.7893,113.9213,1333333.0,0,1,0,0
8538,https://www.rumah.com/listing-properti/dijual-summarecon-bandung-oleh-firman-taufik-20896450,"Rumah Baru Summarecon,Cluster Flora","Summarecon Cluster Flora, Gedebage, Bandung, Jawa Barat",3,2,1800000000.0,75.0,90.0,2200,Multiple options available,1,0.7893,113.9213,2000000.0,0,1,0,0
8539,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-view-danau-di-pitajaya-kota-baru-parahyangan-oleh-loria-20896475,"Rumah Mewah View Danau di Pitajaya, Kota Baru Parahyangan","Pitajaya, Kota Baru Parahyangan, Bandung, Jawa Barat",6,8,16000000000.0,1350.0,660.0,17600,Sebagian,2,-7.3536938,108.2585117,2424242.0,0,0,1,0
8540,https://www.rumah.com/listing-properti/dijual-dijual-baru-rumah-mainroad-mekar-wangi-oleh-arief-haryono-20896449,Dijual Rumah Baru Mainroad Mekar Wangi,"Mekar Wangi, Bandung, Jawa Barat",3,3,2950000000.0,190.0,110.0,2200,Tak Berperabot,1,0.7893,113.9213,2681818.0,0,0,0,1
8541,https://www.rumah.com/listing-properti/dijual-cisitu-lama-bandung-oleh-nelly-sumarlina-20896527,Jual Kosan Strategis Dago Bandung,"Jl.Cisitu Lama Bandung, Dago, Bandung, Jawa Barat",10,10,4000000000.0,600.0,400.0,5500,Multiple options available,5,-6.8772577,107.6174119,1000000.0,0,1,0,0
8542,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dekat-mim-margahayu-oleh-asep-supriadi-20896548,Rumah Murah Siap Huni Dalam Komplek Margahayu,"Margahayu, Margahayu, Bandung, Jawa Barat",3,2,850000000.0,90.0,127.0,2200,Multiple options available,1,0.7893,113.9213,669291.0,0,1,0,0
8544,https://www.rumah.com/listing-properti/dijual-rumah-di-area-batununggal-bandung-minimalis-1-lantai-oleh-sasa-20896573,"Rumah di Area Batununggal Bandung, Minimalis 1 Lantai","Batununggal, Bandung, Jawa Barat",2,1,650000000.0,40.0,67.0,1300,Tak Berperabot,1,-6.9317606,107.6431247,970149.0,0,0,0,1
8545,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-luas-terawat-di-sayap-riau-bandung-oleh-loria-20896580,"Rumah Bagus Luas Terawat di Sayap Riau, Bandung","Riau Re Martadinata, Bandung, Jawa Barat",7,3,13500000000.0,486.0,354.0,10600,Sebagian,2,-6.9060648,107.6188765,3813559.0,0,0,1,0
8546,https://www.rumah.com/listing-properti/dijual-rumah-posisi-hook-siap-huni-dalam-komplek-margahayu-oleh-asep-supriadi-20896589,Rumah Bagus Posisi Hook Siap Huni Di Margahayu Dekat Metro Indah Mall,"Margahayu, Margahayu, Bandung, Jawa Barat",2,2,900000000.0,84.0,95.0,1300,Multiple options available,1,0.7893,113.9213,947368.0,0,1,0,0
8547,https://www.rumah.com/listing-properti/dijual-istana-regency-sayap-pasteur-oleh-vanessa-20896586,"Dijual Rumah Istana Regency, Sayap Pasteur","Pasteur, Bandung, Jawa Barat",4,4,3900000000.0,225.0,140.0,2200,,0,-6.8912891,107.5993373,2785714.0,0,0,0,0
8548,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-di-sayap-riau-cocok-untuk-tempat-tinggal-oleh-soen-soen-20896593,"Sayap Riau, Bandung","Bandung Wetan, Bandung, Jawa Barat",7,3,13500000000.0,486.0,354.0,10600,Sebagian,3,-6.9055905,107.6109559,3813559.0,0,0,1,0
8549,https://www.rumah.com/listing-properti/dijual-rumah-di-batununggal-bandung-lingkungan-nyaman-oleh-sasa-20896609,"Rumah di Batununggal Bandung, Lingkungan Nyaman","Batununggal, Bandung, Jawa Barat",2,1,815000000.0,40.0,82.0,1300,Tak Berperabot,1,-6.9317606,107.6431247,993902.0,0,0,0,1
8550,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-batununggal-lestari-oleh-arief-haryono-20896569,Dijual Rumah Baru Batununggal Lestari,"Batununggal, Bandung, Jawa Barat",4,4,5400000000.0,301.0,230.0,3500,Tak Berperabot,2,0.7893,113.9213,2347826.0,0,0,0,1
